wss.1004f30be305f33d28a1548e344f0e2e	111.97104\,84.16881\,0.0
wss.c87aea0ef1a271bc90694e2aab04534b	163.04001\,156.02928\,163.04001
wss.c87bb65a628e0ca6a4bd57b754f4233c	26.36533\,38.869213\,9.234032
wss.c882646102c5f1379faa69bd0c33aff4	11.43\,30.53715\,8.255
wss.c88462015c23dc1b3ddaee43c69da15e	3324.6492\,939.1904\,614.4768
wss.c8865a653d4ac29c44608b3255ca1886	25.376488\,33.15531\,25.376472
wss.c88d5db86cf8881cfc2e6502fb0bde90	257.01663\,106.20375\,163.5125
wss.c88eb06478809180f7628281ecb18112	83.45819\,125.90442\,94.51001
wss.c893780e87091a83f09df371fae9d63d	49.42291\,161.5075\,49.42282
wss.c893919d38077162de373cfc88ec87df	152.85771\,316.865\,161.29
wss.c897b01b9c21f3bee105f281678e1da3	22.662785\,34.988075\,22.662785
wss.c8ac29ed2b346482553e38c1e255dfa5	64.994934\,105.752914\,60.281174
wss.c8b351d1fe498b36171058d3629fc6ea	250.00002\,195.49998\,15.399995
wss.c8b96929f167c1c01ddcf95bc305d1b0	18.844078\,4.9356556\,11.902887
wss.c8bd14a6b7826dc0e7e684d25d4dcaf0	74.355515\,131.47926\,19.23539
wss.c8c28c8b9ca64290118ddfdb81cc6068	45.72\,3.96875\,52.46624
wss.c8c758ef2b7d7a23f66b157d37894874	7.791177\,23.686964\,29.387932
wss.c8d3090c08be91456e9d040e630cf7e5	144.03595\,72.017975\,49.858597
wss.c8decbc9b8b20565c525fc212bb76836	104.05112\,86.43848\,92.12857
wss.c8f1c5562dc1e97358661a3fa3dffb70	170.43188\,92.75238\,66.07764
wss.c8f6a37679120905ae14646a8c8ddd34	105.91556\,71.31642\,79.08336
wss.c8fa10f7ae935b042825656dc457df78	65.56374\,135.29158\,253.275
wss.c8fa692760ba875848d791284650e46d	122.66492\,63.203033\,51.367252
wss.c904d927672acd48ad8a0ee9b106700e	47.24707\,77.505684\,37.32721
wss.c906b5644fe468a2b61fb7ca6803b7a5	18.82205\,8.181486\,2.0257576
wss.c907cc06f13cdcf3886ea88b5ce61625	3.161241\,72.34704\,3.5333457
wss.c913d94410166f4fd810b14a81e12eca	165.14664\,38.610672\,14.526801
wss.c920bd36e796f88fccd977931d742e1	110.64966\,175.42017\,54.480103
wss.c92351995552900d3bd8fce44a05a95b	204.10016\,219.75111\,52.29667
wss.c93277faac09aa62f3110a733450426	248.35843\,168.18552\,52.098045
wss.c93976a662211c519f73111a9e2e25a3	44.427048\,164.38452\,44.42708
wss.c93c514b07cc289df91663a74ccd2338	73.85636\,96.79902\,70.58046
wss.c93fdcf6017f435c3dd5925057fea065	90.19647\,60.920536\,73.33706
wss.c94497750ff15b998578f0cefc281dbb	44.570137\,37.027206\,44.07441
wss.c94f7f5ec96e10994231039830c7e1d1	56.371296\,137.50874\,62.75447
wss.c9510a71ee91f7405252ed78d05eab6b	75.73278\,99.886665\,79.948944
wss.c955e564c9a73650f78bdf37d618e97e	190.6803\,85.00128\,84.944244
wss.c955fbf41e870dfaf0591fbec6fb99b	119.63819\,11.345796\,34.40626
wss.c956dc17fc7c16dc641aac62064f7645	91.44\,5.3975\,77.12059
wss.c95ab0f16f5516eb6fea61990568aacc	268.8006\,113.723335\,86.57797
wss.c95b5193c7453195d810b14a81e12eca	148.92921\,56.49039\,55.206516
wss.c962ed416f7828336eae68c8785f7931	981.88324\,812.92487\,1353.9445
wss.c96bfdeccb6d92d141b965cb8ba50814	17.604383\,5.3591766\,12.732242
wss.c971b2adf8f071f49afca5ea91159877	216.89592\,91.412415\,72.70262
wss.c975f8daa80e85fc6c75bf6d33532709	41.502586\,18.057243\,49.202084
wss.c9785399299fc4385c7fbec54162d5d1	7.557007\,6.425186\,7.557007
wss.c97e96c0ef9cae7735836c728d324152	50.556076\,160.51808\,51.568275
wss.c980a9170ae8d2aa57589740218a8d2c	760.67664\,531.92316\,762.13403
wss.c982f47b02ac032cd9651cd1d591d64d	179.16742\,127.71268\,235.52182
wss.c98b16435bee311db822d48a43773c62	134.53455\,115.728546\,7.8076973
wss.c98d0ef0e3ef0789ad26df5ad8113c0b	32.157894\,26.528666\,24.06091
wss.c98e0e745a92abccaa60d250862f15f	70.92867\,63.33122\,26.837862
wss.c99067ee9088f76b76a05817943c3b79	32.738617\,37.553112\,2.8887024
wss.c99c308b81193d077f37580c7f79b9c6	8.659792\,19.683823\,0.5447039
wss.c9a3fb32521b96ca5ee5aed1f5ca3f43	85.94705\,88.16473\,116.00625
wss.c9aeb70c7b8ca6038706922c1df0dc60	75.3966\,124.07034\,3.5789523
wss.c9af293e40b107dcc5fdf6b0c2c57721	35.711\,26.055235\,63.578705
wss.c9afcd70a41e2d61bd5815ca97f6ba4	82.35052\,84.23088\,71.317635
wss.c9cc8df04240b27890907a4c1a185a7	40.008873\,107.4508\,56.074814
wss.c9cd878849787b06766426eb4f0399c	301.17188\,0.0\,301.17285
wss.c9d15b387eb5103b5a1bada754e9e91	134.10413\,141.59447\,75.49244
wss.c9d21f017129038ab80872514d6a9ad6	94.34314\,110.237976\,6.152817
wss.c9d5ff677600b0a1a01ae992b62200ab	68.9398\,90.52439\,114.35893
wss.c9d6a1e5e7eed0ddd4d8765e3910f617	47.38764\,71.70487\,47.387535
wss.c9dd1e508be23628d0176f9a144100cd	75.628136\,118.74544\,78.7833
wss.c9dd43888905630285c5f690e9252fc5	144.145\,57.149998\,53.34
wss.c9dd71db5e6713937d0fed3563de13d	36.07562\,39.88379\,11.412157
wss.c9de52038dd0419f2ed153b7904cd067	3.1354275\,10.149052\,5.0897536
wss.c9ecc14f083886d63f217b945a063dd2	56.312305\,45.827065\,142.43811
wss.c9ed0aa479b6859340cb4688019498aa	109.898\,91.41667\,98.87651
wss.c9f1dcab51742b2d1bad2b8c3abac54a	59.49237\,98.41306\,66.34581
wss.c9f39a1fbb52909d95dd7012ef2212fd	15.984346\,4.1485286\,20.239403
wss.c9fe86bef85fd1d0caeedf6b101df8f6	15.498622\,27.976273\,6.0815477
wss.c9ff863f9cdae59a26a62c9cd09c9b29	27.744507\,27.743652\,3.2202148
wss.ca000b9d32450bc4eb6d0fd624ec3fc	129.14966\,67.84819\,96.416016
wss.ca05e4cfb246b6fe522fcc08b7c3238	22.227684\,0.2953942\,22.227684
wss.ca0cb42682d0635abec3353c29751fdf	68.3186\,44.82963\,68.3186
wss.ca1190ff827af8c4dbe62544818af5a6	214.3854\,212.54852\,315.5356
wss.ca1234eece5d5e90733bb342fedff16a	104.115875\,7.2060304\,7.2060304
wss.ca141ee3ee5aa75e1f60ee8c40dabbd7	61.146282\,159.65627\,61.14625
wss.ca1427fc5d51c11c5cb00768929d1b87	44.271942\,90.60538\,72.740265
wss.ca19060096ee6223d54ba5ae13a4d04c	58.927544\,66.32935\,58.92761
wss.ca1d3369cce99790cc49567b27f202c2	10.359673\,17.340178\,1.4141394
wss.ca2e0738a9feed75bf37a318b55c6a3c	121.6025\,42.8625\,68.8975
wss.ca335c63783accbcfcbe4e14ff0c4707	41.04015\,61.56021\,49.689194
wss.ca3e6e011ed7ecb32dc86554a873c4fe	203.01874\,41.134106\,133.32083
wss.ca471ae192f76fcd322ed2ef5fc90e25	35.348953\,93.853546\,35.894215
wss.ca51779877894f6217d272ea353a61a0	165.45074\,83.17578\,83.17579
wss.ca526150268b29c65b62a49c19c16258	23.924038\,8.348781\,30.033207
wss.ca54d724218ca0405e29ce2c9d37b952	152.27292\,138.74135\,116.40645
wss.ca56e6241a3c762a391c070c9832629	193.68317\,54.8766\,77.19928
wss.ca64eeb7b0823ca2bc946a1e4b0c1ae1	30.36114\,10.855172\,39.42149
wss.ca686d7726623dc7fa2e328741dade59	22.942076\,34.413113\,2.8677595
wss.ca68cb5ce4d011adf11c3739edd52fa3	16.5528\,20.637499\,14.309344
wss.ca6aa453d78ad2872b34000f367cf8	62.2484\,74.0756\,41.083946
wss.ca6c07357ba5125b8e2adb29857f8a1	101.170586\,81.50531\,101.170586
wss.ca7684f567c314083d5da2a72f595df5	71.12984\,161.76831\,41.8663
wss.ca7a29c399c6ece9879c4b484a2d1777	141.20624\,98.298004\,76.10089
wss.ca7b87f07cc99a79aa0b5040ebdc8dc8	53.028828\,100.98776\,54.51007
wss.ca846b71465257a76fb17e2962e0eb20	175.10568\,112.217186\,52.239594
wss.ca8d094e63f66ddcae6fe29dd17620c1	130.10422\,140.20229\,258.52954
wss.ca9558c8a75fa6518b8207921c74aa1c	99.90024\,36.100006\,115.19992
wss.ca969a02f2e6f1a8d404fbd22d20d722	94.08429\,48.11351\,126.28282
wss.ca96a54cb2eaf8d0d67a963c379eac15	198.90813\,185.87889\,57.193504
wss.ca96ebd34ac3c6f16cc679ef84e06ad6	129.03587\,14.999995\,59.999878
wss.ca9c8771ab1ec28920de219c00d1c3b	60.68526\,69.111885\,34.25786
wss.ca9d66e82f8495a790e6e6b4a6e53622	105.31732\,13.232105\,34.66162
wss.caa0cf3c7bf2cc4e50e8879f012090b1	9.940924\,17.88117\,2.252673
wss.caa40cd0e06b5139262d02ba6db8a567	1310.005\,0.07619999\,1310.005
wss.cab3d0c92d717b3cf09df371fae9d63d	42.408703\,55.0595\,42.408703
wss.cabed2e0e889d5cb7bba57fa02e3e18	50.0\,210.00009\,155.39212
wss.cac600105a9fab9c73c27c83fee28c2e	44.14021\,141.42555\,24.899311
wss.cac733a7f67859ffa719c63d373da971	14079.169\,6378.197\,42248.527
wss.caca4c8d409cddc66b04c0f74e5b376e	48.95115\,2.2250562\,48.95115
wss.cacaca67988f6686f91663a74ccd2338	59.300335\,105.97294\,54.405487
wss.cacbb195f7e45130e6d77137b15edbd5	66.46443\,71.000114\,53.99989
wss.cace60b05eee02e1476198bed2ee6497	9.665107\,2.3036935\,10.313543
wss.cad1ee98a51ca91e98d5fc0473d00a1c	64.92914\,129.85808\,3.4628906
wss.cadce288e00e32b3d20db54bc94b6d87	129.96603\,62.81414\,72.0255
wss.cadd6125bf30f513e10a48f2bbb9bef4	49.86554\,17.729986\,35.46001
wss.cae09601094ea10bf7c903c1bb47af00	72.00011\,13.0\,116.0
wss.cae26a9ecf95382f3c91eaabc5a65494	82.5437\,138.41943\,25.398062
wss.cae39ade25a37c3c67964ba700cd97f5	30.321249\,1.42875\,31.27375
wss.cae417bf3a81e663c6d475e0bba8d9c4	12.461374\,24.992764\,6.1907005
wss.caeabb766b3b9c67d3c1dc91e223304c	49.89824\,85.1931\,49.89823
wss.caed57aed39be7f21c9c158082d8e4b7	32.46786\,28.089447\,37.077576
wss.caee92d9943a93bad3a8a0489b82a34e	98.945244\,98.94524\,6.448794
wss.caf969330183ff8f4e08ba22112c59b1	4.859478\,6.9877987\,18.22309
wss.cafb0ae07b0e2fb055f46d55537192b6	164.18909\,101.64083\,66.45765
wss.cb02134cf49f08b7d61203bca052c9dc	148.20154\,29.640306\,197.60205
wss.cb090bd99ed76f9689661310be87a70d	42.53182\,27.333267\,39.319527
wss.cb19585f960add8d8e1fe74cd4bc3	97.24454\,50.278717\,13.433048
wss.cb1ddd622c99379c3e9b9aa0df28e53a	95.378265\,123.12193\,25.087275
wss.cb2190a4a23620c3c6c2b7b4fbfcf61e	1816.4073\,2134.0723\,1619.9814
wss.cb23dc9e4643db5651163acb952f976c	1015.6266\,411.12796\,1106.3989
wss.cb3145362d4c4e615a342a5da23b6	11.258347\,23.988708\,2.4218082
wss.cb32b7986ab6244355e96dd056949ea4	57.25286\,145.5344\,91.95561
wss.cb3302db1d7441716d07c55cf995503e	24.642351\,53.150303\,54.218346
wss.cb38405e384c79c05e4e385b035691bb	397.50888\,152.4\,584.8362
wss.cb3e0532f7e33fccb70dddaffff5d4c4	88.94037\,106.349594\,82.536224
wss.cb48d8710e9c6f3547dfaf47f6bbf2c	55.880005\,102.235\,78.98562
wss.cb48ec828b688a78d747fd5e045d7490	132.9375\,162.11879\,43.65686
wss.cb4f236b113b4b816093b210438ee0f7	5.3847656\,17.019531\,21.059082
wss.cb57531ee7104145b0892e337a99f42d	212.07962\,94.90587\,81.8384
wss.cb6ca53673e681797292641f4348a707	70.000114\,90.49995\,36.899952
wss.cb70b087e5bc5e9522e46d8e163c0f81	162.2736\,101.101715\,59.71953
wss.cb77d8bee4e71ff2be3ff4383816107	88.97302\,143.84206\,95.29897
wss.cb7c459170fd8a059acdcc6f4ff9f8fd	10.251674\,3.2595127\,10.251675
wss.cb7fa62715b7ade75194b1845116f6e1	5.98053\,21.374718\,71.87263
wss.cb826e0205ac0134316e398e79bfa21a	9.296753\,9.296753\,0.69725686
wss.cb87ed53ab8d2a50f4af63522c219933	161.64955\,82.474045\,52.7834
wss.cb8c6fc0e70e3dc12d1fcd0df2dc6d5c	54.480843\,60.80111\,54.481186
wss.cb9161ad56853a6735836c728d324152	91.476494\,106.67207\,79.23224
wss.cb974d6ab7afaee3d9408d05322e775	118.03011\,155.5\,59.951805
wss.cb9b25b587bad917e6085a0a38e2f255	17.36001\,23.945011\,10.759998
wss.cb9ff0dc1e07b379db93252e6cb8fe64	90.02054\,75.213585\,19.939514
wss.cbacbd21eb69bad7cbff0273ed089e5d	22.273628\,16.925228\,39.53921
wss.cbb5347c6da1d885c617fcca80b33ab4	8.672227\,24.02431\,8.616614
wss.cbb750baf11bcb73e3f7a74e12a274ef	94.71161\,103.18619\,2.0452356
wss.cbbbb3aebaf2e112ca07b3f65fc99919	72.02501\,86.32367\,71.17355
wss.cbca152eecbd9822173171ecfeccbe86	45.142147\,22.462467\,45.142403
wss.cbca5373309e5e192396ca3dd50467ab	46.0535\,20.32\,46.0535
wss.cbccbd019a3029c661bfbba8a5defb02	70.39509\,44.445866\,138.18442
wss.cbd36757fcfaa78f5c189c4dfa4438cc	18.476837\,20.727379\,17.24967
wss.cbd658a2d7966b485ba3ed0f2cf27641	204.0323\,154.58289\,12.621615
wss.cbd6cb72a17c426898d5fc0473d00a1c	200.29903\,142.72406\,208.05698
wss.cbe8655957cc8ee5a50ed8ba2a53b78	69.84825\,65.08587\,25.399364
wss.cbef883ae4ba43d811d895e23a96859	106.27413\,70.84943\,2.952057
wss.cbf882bb587f440fe4fe103fdbd20df6	43.21982\,27.702255\,38.297806
wss.cc0059045fe8c98a878c29e43cd117ba	375.81488\,526.2705\,375.81488
wss.cc07c9a3ad83e163e0fee7252d734e61	121.11113\,29.797182\,105.97224
wss.cc0884fb599aba5c24f7cdc29776ff3	137.54785\,240.5131\,380.67462
wss.cc0e864645032185d2d64d0098518cf	28.02445\,38.150173\,7.206144
wss.cc26d553c9e1362b4bfb719276d850d9	54.269135\,67.90455\,40.862755
wss.cc309420887905dc5feab169d76d7a87	118.658516\,44.72545\,111.97035
wss.cc38bc7db90f43d214b86d5282eb8301	102.586716\,119.10488\,34.77508
wss.cc48fe97a95e8716ccaa5ad584801c3e	16.475975\,35.51999\,11.73541
wss.cc62e5be17296ce5fb3d712b28b51a7	74.981026\,74.981026\,6.816477
wss.cc675acfc16aadbf295843f82ebc947e	104.36878\,81.46339\,92.18048
wss.cc691d9e8e189ce47a381a112bfd785	42.500984\,28.951029\,38.178448
wss.cc6a9257b4f7b7db9cb0c54aa2f04c59	160.74832\,153.13147\,70.73792
wss.cc6d5dacc531d22cdb0e1d83b221a78	181.02014\,9.289678\,181.02019
wss.cc725264350fb09f8fe83b77a60abdfe	240.03024\,240.68263\,4.2064466e-14
wss.cc7c12306cc3785fe15a365ae69dc5c5	58.38218\,72.110634\,46.646008
wss.cc8518f6158656176f85e2aaeefaecb8	40.822556\,122.547676\,48.00616
wss.cc87e29afe238126e20e92c5b8147e4a	46.227253\,8.029055\,46.227253
wss.cc8a758985a83b1bd0f4d0fdf894e6e9	263.87198\,863.1572\,27.511757
wss.cc8dfa6b2d171542f8de2c2e40439803	4.1275\,13.668071\,32.52038
wss.cc8f44e26f2135afcf97135865127de	269.99945\,191.20001\,129.99998
wss.cc932ff79453c009a6bce7f3d1dfedad	78.925705\,49.328556\,59.96945
wss.cc9381fb1feeeac9272f62bee91169ec	141.708\,149.0945\,60.625168
wss.cc94890027257ee04c8862e0428f5ba3	181.6372\,222.71082\,181.6372
wss.cc9b411d7b12d5e545c22b8fa3270ace	27.199875\,70.09943\,31.409546
wss.cca0b9a74f1e341386459c315bdea98e	200.9107\,142.10663\,540.2974
wss.cca5dddf86affe9a23522985f649a9ae	21.445957\,71.6628\,6.014475
wss.cca6d375c8fca7f6aed37039a6a9babb	40.397343\,31.260902\,38.63821
wss.cca88978344ad1a360fe7f3536df936c	152.77367\,60.16718\,91.3268
wss.ccb97bb42531ef32720fafea2a58c17c	49.806423\,151.98056\,32.943565
wss.ccb9ca0705e68ad0ff6c4ae671c46564	20.015863\,33.35977\,1.8943746
wss.ccc966bee58b7b2b8821ad3452f1c8c9	86.77522\,116.41547\,2.8951488
wss.ccd03d11c95554bae4aef3a037da6f67	81.80223\,66.78247\,31.811544
wss.ccd0c5e06744ad9a5ca7e476d2d4a26e	172.79718\,72.96291\,76.99924
wss.ccdeb5f5aad0e0ee73ab7b7128d466a2	60.96\,381.32004\,100.91166
wss.cce07a72c0aeb6669a85775312312a40	264.81857\,176.3169\,196.21492
wss.ccf25632490a30fcd2a164f6df81537c	226.00644\,91.30838\,106.27115
wss.ccfa441b11b07a7dfcf6ee47fc453c58	77.47\,77.47\,10.16
wss.ccfa74e5574678325cde8c99e4b182f9	20.706356\,4.895849\,20.706356
wss.cd03a028deaa8facb6e6d042e7a6121	64.61303\,80.73378\,64.61303
wss.cd0563a71a03b69688dcbe86402c7c15	136.67639\,82.89424\,19.16803
wss.cd05ada0981bd85a2c528d33bca1ac2	29.572817\,170.92567\,29.572817
wss.cd0f2eaac6719a3ddb039d8689a74349	41.07669\,57.02093\,41.07669
wss.cd132defbc33968ed5246770b86551e5	348.4626\,450.0266\,348.46362
wss.cd178bd4c73e4016164790a64bab08f0	17.016617\,15.966005\,4.2470436
wss.cd1e911b8571721998d5fc0473d00a1c	83.56237\,110.81082\,2.7248535
wss.cd2956b36e92f02bea59c1d8bf329254	38.279816\,34.358883\,22.347586
wss.cd2a34f2bb7b6156409ef742e6ff3cdd	44.458084\,28.981764\,35.858944
wss.cd2cdce2bb9cba1e2eaa34003788a9a2	89.99996\,90.00008\,165.99992
wss.cd2d11cd92ee82589ebe905ef4009f84	36.330544\,44.12314\,28.545551
wss.cd418bf69c286701e301960cce35ab79	11.0165205\,34.56918\,11.0165205
wss.cd482673836d8226dd9883c7f68926c8	20.585999\,61.489834\,20.510345
wss.cd4b3d3c0882d34c55fa258228485acf	378.00024\,222.93839\,202.0001
wss.cd4b691833bf79f8f16a5e48ecb708fa	2254.885\,1942.9221\,220.98
wss.cd52379573274ec3565151db1eafb3a2	126.047485\,92.3925\,79.057495
wss.cd730483c11a72a98c159f8d5e761b17	179.10829\,173.94652\,203.5895
wss.cd76cdb80b094f3caeb2bb67d874f8dd	119.57508\,9.923922\,35.05903
wss.cd777f421e9bdbceb12b66e0a0ccf318	262.4887\,175.54149\,113.356384
wss.cd781f0ec08ba028af232a5661e85835	140.2523\,101.08026\,55.617176
wss.cd7ecd4007cf6738807322bc19906e74	41.516357\,28.53894\,24.185913
wss.cd82398f7e6b64b08c9441777325d0fd	14.700814\,27.906786\,9.23448
wss.cd866b98b08ee9f7c6b2f4f0507f8e14	90.48511\,45.928417\,93.38098
wss.cd982888f54abe47c3459f09a171783f	4.776449\,8.641877\,19.763155
wss.cd99bacdb5a726a19ba80f08c401fbed	35.1464\,13.572816\,25.517097
wss.cd9b9cb166152f636c8cf1aa84f211ae	63.737762\,112.601326\,48.79641
wss.cda536f8faabda85139abb5cc4d87f01	120.6013\,71.20265\,2.716566
wss.cdaccd0978028eef6c80f6a5291c505	11.023514\,10.434829\,11.023513
wss.cdb0471186c4aefc4a390b4a12badd7b	165.45908\,101.36918\,63.692
wss.cdb7efad9942e4f9695ff9c22a7938c6	165.62386\,76.29295\,165.62386
wss.cdb82f4b34804520821a29f3de4d7cce	17.397106\,0.9695339\,10.3104925
wss.cdbcc4d4186656361ab89e10ca4a3aec	35.07087\,42.62206\,29.78737
wss.cdc6bd336446234c2b151d8b52c53b90	32.12249\,66.34371\,32.12271
wss.cdcf434ffa20ba921ca8be0b6657875e	56.27832\,113.49477\,56.27838
wss.cdd3f3cd4d718fd9cbde42d64c811e40	106.76329\,31.541092\,8.769318
wss.cdda3ea70d829d5baa9ba8e71ae84fd3	7.7837934\,7.7837934\,7.7837934
wss.cdde9cb1f21676d12dd8e5d33382e245	137.0962\,62.061165\,64.33496
wss.cdf17908b510cb5e97ed132611a64445	59.562977\,139.17812\,55.745174
wss.cdf54835677a246f9bbaaf08505f5db3	1.2828016\,1.4021142\,21.968262
wss.ce02b749910ed430730c5d577a577ea6	12.000002\,17.683632\,10.800131
wss.ce049a259cc2e624d5446ca68a7e06a3	174.40143\,112.39277\,82.16257
wss.ce04f39420c7c3e82fb82d326efadfe3	47.95092\,23.476074\,29.810883
wss.ce0a19a131121305d2bc6fb367627d3e	227.78561\,57.538216\,74.071526
wss.ce0f94fad9bd3ab77cc6b338d307130d	93.979996\,182.88\,81.28
wss.ce0fbba2103410b558da7c6c46faaca7	55.395294\,69.244064\,55.395287
wss.ce1058be9f9e09c73a0407ebaf7dd3a5	19650.355\,43543.805\,16149.9795
wss.ce10e4e0d04c33e7322ed2ef5fc90e25	74.78315\,121.24403\,111.27257
wss.ce177f1323df6153f543256d2d04ebdc	86.7159\,109.735596\,7.7997437
wss.ce1bf45e8f1db4f3ddbb22ee66ab330d	80.84428\,157.73125\,79.207085
wss.ce1c3321de30433b16ec4c6284dcbcbe	62.602684\,64.025475\,62.602684
wss.ce24e17dfd60ead335836c728d324152	67.99834\,124.28536\,77.17299
wss.ce2601c9ab21fb3d81ba6c2539d64e78	104.000046\,53.99989\,51.999897
wss.ce273dabcdd9943b663191fd557d3a61	143.4672\,64.85949\,189.04253
wss.ce2d260786abfe35e613c466e0aeb53c	17.317955\,35.95424\,18.54166
wss.ce2e4743c993ce57f36ca9df1ed7a94	17.364214\,1.4095509\,4.5105553
wss.ce40aed68a22dfa52baa6b8aa1acece9	0.6320795\,20.226543\,0.6320795
wss.ce4945cde785aecb478fa0ab37c461c6	173.65283\,138.47318\,81.58688
wss.ce517cfcbd87962c85c53deeb67dc4d3	372.2119\,457.84793\,372.21112
wss.ce62f6b7f908d9ef6961599e2ff7c5d4	42.123184\,54.011803\,42.12304
wss.ce658461da51730c94f766341ba336ff	82.19852\,101.70242\,70.79107
wss.ce663a6430eb9523cb2a965e75be701c	126.346306\,57.738266\,48.814564
wss.ce7719a96f3f9cdc6bdcd672c2b17215	15.786896\,3.100336\,20.713654
wss.ce78ba719985d9401b57f980deb93d40	221.7349\,468.20834\,221.73488
wss.ce798635ececbffd5ac3a75efa13522c	19.843155\,49.52081\,19.843163
wss.ce7a03d645722d503f7e27638e63d848	103.89374\,112.94508\,180.1011
wss.ce7d8b639941bbf19e4965f0106e00d9	123.46948\,50.962315\,112.69702
wss.ce80c32352265da03232adc3c373f1a1	171.14825\,152.47908\,163.5323
wss.ce8317ece5c4d2adddb9d8c7484f7d69	123.15239\,113.574\,57.01486
wss.ce93c6ad8e3feb942d068600b9a323c5	110.385185\,130.81\,70.42716
wss.ce9c36a1b3a1486e2d9fe390e23fd20f	30.976913\,42.05555\,27.916218
wss.ce9cb4ff613265d386f968b3508ebacf	32.001465\,198.00043\,172.57294
wss.cead145704f42e49427c8de062c1497a	270.40002\,298.7276\,505.26746
wss.ceb01f7d013e1660e82b1dc57ebca27	26.853563\,4.2072716\,44.704952
wss.ceba3a37ceb3f3cf798df87163b1956c	209.73569\,69.279854\,252.98856
wss.cebb0e2be3b2cc1b474465268b958bdc	33.177635\,27.379673\,17.828817
wss.cebb35bd663c82d3554a13580615ae1	101.868965\,41.88197\,5.59918
wss.cebbad543c56d47c1dc63e7b2037ceb1	127.99632\,131.9181\,55.977615
wss.cebd488cd31a67c275741a561728a31	79.33305\,49.24239\,90.173355
wss.cebf1d6e25e40224eb86f11fe2a7a388	30.230286\,3.8695762\,107.42182
wss.cebf28243694a6136aea2f18ee404fd5	76.21015\,39.58534\,49.481655
wss.cecd11cf7a682fdb929c2dad9ce0ee	13.992465\,27.9736\,13.992465
wss.cece5afa11b5ea16d2096b2fa6f98cc7	168.62567\,101.316505\,54.826294
wss.ced5dd2a5f2956087ad500fec70ca91d	197.30865\,30.072191\,197.30865
wss.ced7339e9670a8bfa8293175cf73b43e	23.071854\,57.98056\,49.777252
wss.ced7624ec0768b255e0704b94fe2aa5e	27.685192\,58.00008\,38.408714
wss.ced7b1d4221b9dcd7691d4be6b2da439	249.555\,233.68\,88.9
wss.ced7d80d220dca01ce5b275ea2158e2	169.9334\,64.85616\,96.5301
wss.cedf1d984163b45073a9f6e515352191	155.42297\,248.67685\,77.71161
wss.ceea9a45c794f381cbd10e47d0dda87c	16.235739\,2.239128\,11.199964
wss.cef443f6b4937340d24546afc5de2582	134.99017\,127.14207\,85.5462
wss.cefe4e8a19447e3e93e60794f9200b7	35.039845\,18.106861\,32.981613
wss.ceff9f8c32f704ac35836c728d324152	41.32605\,55.228157\,41.32566
wss.cf002585ca227c40781bd00f454a6a39	3.6079488\,5.1473403\,17.43842
wss.cf00980e5323f79e2310310ad4958e43	81.866394\,93.7317\,58.951523
wss.cf0208d1c19e8313cc63543a91bdd558	17.336748\,72.16612\,11.208154
wss.cf07c06034a7b361e3f7a74e12a274ef	150.66534\,46.729435\,43.61416
wss.cf08fb9d05e76daa59edff961a341eb4	41.487175\,62.994102\,30.602163
wss.cf09618aedde38febda72093f9b5aa73	69.0339\,120.92727\,81.38498
wss.cf09b30a89f70929cc67b3de75c44c76	29.712755\,170.87958\,29.712755
wss.cf0af4e3801c6d7b2bf3161ae4fda942	54.834618\,42.527992\,5.5416565
wss.cf0c80fa1e6a1583dc24d17539628852	6.4093018\,56.719482\,3.730764
wss.cf0e5283da2305632e5ae31c6c631a39	23.769947\,15.928385\,9.894167
wss.cf158e768a6c9c8a17cab8b41d766398	59.203766\,48.65664\,59.204132
wss.cf184ee375cf827eeee0d5e82f0b9cab	40.545723\,128.61911\,28.014267
wss.cf18809617c6d3db61e4023eb4db3f98	83.93476\,7.129409\,61.095993
wss.cf1b637d9c8c30da1c637e821f12a67	17.405748\,48.114956\,17.405748
wss.cf1e92e16cf6836c6997a17f6f52fa60	36.329693\,95.30775\,30.807991
wss.cf200978d89b0c61651f12570b24936	19.266504\,67.62858\,53.660282
wss.cf20398c0c3e0359fa2037e5e59ff423	86.79263\,82.671234\,107.97057
wss.cf21da8e2ea5a0aa7d70172a29ade99a	17.779999\,21.59\,30.48
wss.cf23c6c607e4334330579b4664240e30	41.243984\,34.586697\,34.710026
wss.cf2ab5d9bff184ca6325569942918d9f	56.32463\,16.657085\,56.326347
wss.cf33c1ab4febf358c0c0e5cf6aa955c	17.674793\,16.023586\,17.554523
wss.cf3f6a3a305aeec81fcc6cd2b8a40871	183.53676\,188.94432\,89.44848
wss.cf40d64ce9647554ab344ad2937f5414	82.90683\,122.43661\,117.87562
wss.cf46afdc92cbafa2feb5609b079c746	11.424927\,14.452087\,11.42749
wss.cf4e1f00c3a622f690d97ba3324988bf	49.300888\,173.86148\,30.144958
wss.cf50c3fafc7b94e87eaeab1f0c9120b7	28.74697\,68.54261\,47.94162
wss.cf550b1021931b6ccc2e054c56e9a85a	5.885103\,7.178084\,15.536673
wss.cf60e69eec9ae62032ac25a509791513	72.72989\,125.625824\,4.398052
wss.cf644d6d28e334dbc8757e7eb90e558a	160.24507\,131.16835\,29.722878
wss.cf6b2c1b238190c05f037ea583cdb0ca	37.022182\,69.175964\,71.29724
